Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
1.03E+14,_miss_raghvi_,These ads ran without a disclaimer,?100,1
1.13E+14,Saurabh Singh,These ads ran without a disclaimer,?100,2
2.75E+14,Nakka Ananda Babu,These ads ran without a disclaimer,?100,1
1.06E+14,Shivshankar Maurya,These ads ran without a disclaimer,?100,1
1.72E+14,Shyam Sharma,These ads ran without a disclaimer,?100,1
4.87E+14,PinnovaTravels,These ads ran without a disclaimer,?100,1
1.01E+14,prem007861,These ads ran without a disclaimer,?100,1
2.28E+14,Nisha Kharyal,These ads ran without a disclaimer,?100,1
8.09E+14,Yogendra Mahant,Yogendra Mahant,?100,1
1.02E+14,Arun Pratap Singh,Arun Pratap Singh,?100,1
2.84E+14,Mehar Singh Chalia,These ads ran without a disclaimer,?100,2
1.06E+14,Shambhu Kallolikar IAS,These ads ran without a disclaimer,?100,1
1.04E+14,Jay Roy,These ads ran without a disclaimer,?100,1
4.41E+14,?????? ???????,These ads ran without a disclaimer,?100,1
1.94E+14,Wipix Digital,These ads ran without a disclaimer,?100,1
1.85E+15,Gurumantra Classes Patna,These ads ran without a disclaimer,?100,2
1.09E+14,judiciary_justlegallaws,These ads ran without a disclaimer,?100,1
1.56E+14,leadingbong,These ads ran without a disclaimer,?100,1
2.40E+14,Mohnish Bhatkar,These ads ran without a disclaimer,?100,1
1.01E+14,Ventura_Research,These ads ran without a disclaimer,?100,1
1.04E+14,????? ???? ???,These ads ran without a disclaimer,?100,1
1.06E+14,Latent World,These ads ran without a disclaimer,?100,1
1.06E+14,Zahir Abbas Bhatti,These ads ran without a disclaimer,?100,4
1.09E+14,RJD LOVER,These ads ran without a disclaimer,?100,1
6.04E+14,K.T. patchaimal,These ads ran without a disclaimer,?100,1
1.07E+14,Thebunkerscrew,These ads ran without a disclaimer,?100,2
1.04E+14,Silver Pulse,These ads ran without a disclaimer,?100,1
1.12E+14,?????? ????,These ads ran without a disclaimer,?100,2
1.94E+14,The Vedant International School,These ads ran without a disclaimer,?100,1
1.17E+14,adv.deepak_mayur,These ads ran without a disclaimer,?100,1
1.04E+14,English Root Me,These ads ran without a disclaimer,?100,1
2.66E+14,kvibeskl23,These ads ran without a disclaimer,?100,1
2.56E+14,Odisha Bikash ra Gadi  BJD,These ads ran without a disclaimer,?100,1
2.24E+14,chetan_sanchore_inc,These ads ran without a disclaimer,?100,1
5.99E+14,gstwala.com,These ads ran without a disclaimer,?100,1
6.96E+14,Mukesh Rajawat,These ads ran without a disclaimer,?100,1
2.73E+14,ankit_pandey_3434,These ads ran without a disclaimer,?100,1
1.05E+14,Umakant Sharma,These ads ran without a disclaimer,?100,1
1.12E+14,Devi seva sansthan,These ads ran without a disclaimer,?100,1
1.18E+15,Aqua Star,These ads ran without a disclaimer,?100,1
1.16E+14,yash_chopra0001,These ads ran without a disclaimer,?100,2
1.12E+14,Syed Noor Ul Aman,These ads ran without a disclaimer,?100,1
1.05E+14,Dinanath Khunte,These ads ran without a disclaimer,?100,1
1.03E+14,Rohatash Singh Tanwar,Rohatash Singh Tanwar,?100,1
1.22E+14,praveen_sheri1,These ads ran without a disclaimer,?100,1
1.10E+14,Jayaswal Neco Industries Ltd,These ads ran without a disclaimer,?100,2
1.06E+14,akki.gym.lover,These ads ran without a disclaimer,?100,1
1.11E+14,mastan_shaikh_999,These ads ran without a disclaimer,?100,2
1.13E+14,themagicaltouchby_aashimaverma,These ads ran without a disclaimer,?100,1
1.07E+14,Creas Aesthetic,These ads ran without a disclaimer,?100,1
1.39E+14,NewsVani,These ads ran without a disclaimer,?100,2
2.91E+14,Legal Library,These ads ran without a disclaimer,?100,2
3.25E+14,shrikantmishra401,These ads ran without a disclaimer,?100,1
2.08E+14,Ashish Gangwar,These ads ran without a disclaimer,?100,2
1.17E+14,Krishna IAS Institute,These ads ran without a disclaimer,?100,3
2.69E+14,Jugraj Chad,These ads ran without a disclaimer,?100,2
1.01E+14,Greenstone Lobo,These ads ran without a disclaimer,?100,1
6115848166,Nature Portfolio,These ads ran without a disclaimer,?100,1
1.04E+14,SWA Interiors,These ads ran without a disclaimer,?100,1
1.02E+14,Camelot Immigration Services Inc,These ads ran without a disclaimer,?100,1
1.01E+14,Iris Broadway,These ads ran without a disclaimer,?100,2
1.07E+14,Aanawaran,These ads ran without a disclaimer,?100,1
1.73E+15,All About Eve India,These ads ran without a disclaimer,?100,2
5.81E+14,Dr. Sai Sarath Vadlapatla,These ads ran without a disclaimer,?100,3
2.07E+15,Women Talk Money,These ads ran without a disclaimer,?100,1
1.15E+14,Swastik Traders - Bright Industries,These ads ran without a disclaimer,?100,1
1.02E+14,Animesh ghosh,These ads ran without a disclaimer,?100,2
1.11E+14,Ankur creation,These ads ran without a disclaimer,?100,1
1.64E+14,festive_spider,These ads ran without a disclaimer,?100,1
1.09E+14,Facing Lucasta,These ads ran without a disclaimer,?100,1
2.80E+14,Priyanshu Suman,These ads ran without a disclaimer,?100,1
1.14E+14,Roohani Sisters,These ads ran without a disclaimer,?100,1
4.77E+14,News Street patna,These ads ran without a disclaimer,?100,1
1.82E+14,Thentu Lakshmu Naidu (RAJA),These ads ran without a disclaimer,?100,1
2.86E+14,Indian 24 News,These ads ran without a disclaimer,?100,2
2.57E+14,finechappalstore,These ads ran without a disclaimer,?100,1
2.99E+14,Old coin company,These ads ran without a disclaimer,?100,2
1.07E+14,thakur_tanna,These ads ran without a disclaimer,?100,1
1.35E+14,decoding.figures,These ads ran without a disclaimer,?100,1
1.01E+14,?????? tension,These ads ran without a disclaimer,?100,1
1.07E+14,DR K M NAHID UL HAQUE,These ads ran without a disclaimer,?100,1
3.26E+14,Al kher bank loan apply now,These ads ran without a disclaimer,?100,1
2.28E+14,News NETRA,These ads ran without a disclaimer,?100,1
2.57E+14,Roshan Maheshwari,These ads ran without a disclaimer,?100,1
1.09E+14,Hindustan News Junction,These ads ran without a disclaimer,?100,2
1.12E+14,ProfGajanan Chitre,These ads ran without a disclaimer,?100,1
1.17E+14,UPSC BYTE,These ads ran without a disclaimer,?100,1
1.83E+14,STUDENTS COPIER_MS -? ???? ?????,These ads ran without a disclaimer,?100,1
1.01E+14,Fargul,These ads ran without a disclaimer,?100,1
2.63E+14,Raghib Ali,These ads ran without a disclaimer,?100,2
1.12E+14,Dr. Tapan Das,These ads ran without a disclaimer,?100,1
1.05E+14,Yad,These ads ran without a disclaimer,?100,1
6.13E+14,Quistek,These ads ran without a disclaimer,?100,1
1.08E+14,thinkpop_tamizha,These ads ran without a disclaimer,?100,1
2.65E+14,subhash_tamboliya_,These ads ran without a disclaimer,?100,1
1.04E+14,Adivasi Herbal Hair Oil,These ads ran without a disclaimer,?100,1
1.96E+14,Tellus,These ads ran without a disclaimer,?100,1
3.15E+14,deep singh khalsa,These ads ran without a disclaimer,?100,1
2.06E+14,????? ?????,These ads ran without a disclaimer,?100,2
1.09E+14,Pandit Shrikant Aacharya,These ads ran without a disclaimer,?100,1
1.10E+15,Vamsi Krishna Yadav,These ads ran without a disclaimer,?100,2
2.20E+14,Jharnews ???? ???? ???????,These ads ran without a disclaimer,?100,1
1.10E+14,Subhash Zanjad,These ads ran without a disclaimer,?100,1
1.04E+15,Ashok Kumar Singh,These ads ran without a disclaimer,?100,1
3.10E+14,Anubhav NGO,These ads ran without a disclaimer,?100,1
3.05E+14,Perfect Solar,These ads ran without a disclaimer,?100,1
1.20E+14,Sanze,These ads ran without a disclaimer,?100,2
1.06E+14,The Mustafizur,These ads ran without a disclaimer,?100,1
2.51E+14,Swamydas Nallagatla Official,These ads ran without a disclaimer,?100,1
3.07E+14,9109615716,These ads ran without a disclaimer,?100,1
1.01E+14,Breaking News Maker,These ads ran without a disclaimer,?100,2
1.23E+14,Shivam Awasthi,These ads ran without a disclaimer,?100,1
1.10E+15,CP.67,These ads ran without a disclaimer,?100,2
3.03E+14,sammy_07_khan9,These ads ran without a disclaimer,?100,1
1.06E+14,Gowhar Nabi Lone Hanjura  Youth PDP Budgam,Gowhar Nabi Lone Hanjura  Youth PDP Budgam,?100,1
1.04E+14,navedlucknowi,These ads ran without a disclaimer,?100,2
1.85E+15,MentorCell,These ads ran without a disclaimer,?100,4
1.19E+14,tnpsc_tnusrb_aspirant,These ads ran without a disclaimer,?100,1
1.10E+14,its_umar_bin_amir,These ads ran without a disclaimer,?100,1
1.10E+14,Macro Sheet India Limited,These ads ran without a disclaimer,?100,1
2.98E+14,awadhkabeta,These ads ran without a disclaimer,?100,1
2.81E+14,The Ananda Kufri,These ads ran without a disclaimer,?100,1
2.48E+14,???????? ????????? ?????,These ads ran without a disclaimer,?100,2
2.90E+14,old coin company,These ads ran without a disclaimer,?100,1
1.14E+14,Dr. Deepak Kumar Sharma,These ads ran without a disclaimer,?100,2
3.28E+14,Rohit Kumar Pathak,These ads ran without a disclaimer,?100,1
1.19E+14,Divya Reddy Allola,These ads ran without a disclaimer,?100,1
1.22E+17,Puneet Sharma,These ads ran without a disclaimer,?100,1
1.01E+14,"My Chhota School, Badi Khatu, Nagaur",These ads ran without a disclaimer,?100,1
3.43E+14,Jonita Doda,These ads ran without a disclaimer,?100,2
1.10E+14,planet_aqua_pool,These ads ran without a disclaimer,?100,1
1.07E+14,??? ????? ??????,These ads ran without a disclaimer,?100,1
1.01E+14,anjaan_likhari_13,These ads ran without a disclaimer,?100,1
2.57E+14,Kishor Kumar,These ads ran without a disclaimer,?100,1
2.59E+14,???? ??? ?????,These ads ran without a disclaimer,?100,4
2.70E+14,old coin company. contact number.7976774704,These ads ran without a disclaimer,?100,1
1.40E+15,The Voice Of Rajkot news,These ads ran without a disclaimer,?100,1
1.01E+14,Samadhan Gulab Ovhal,These ads ran without a disclaimer,?100,2
2.01E+14,Chitbir Singh Zira,These ads ran without a disclaimer,?100,1
1.06E+14,?????? ???? ????? - ??????,These ads ran without a disclaimer,?100,1
1.10E+14,?????? ????? ?????,These ads ran without a disclaimer,?100,2
1.14E+14,Madhurag Advertising,These ads ran without a disclaimer,?100,1
1.22E+14,Ayan Bhattacharya,These ads ran without a disclaimer,?100,1
1.52E+14,EEMA,These ads ran without a disclaimer,?100,1
2.07E+14,festeve.in,These ads ran without a disclaimer,?100,1
1.19E+14,Vishal Parab - ????? ???,These ads ran without a disclaimer,?100,1
1.13E+14,Shantanu Bhattacharyya,These ads ran without a disclaimer,?100,1
8.96E+14,MATW Project,These ads ran without a disclaimer,?100,1
3.23E+14,old coin company sayhi piroses,These ads ran without a disclaimer,?100,1
1.09E+14,Mehboob Hadalgeri,These ads ran without a disclaimer,?100,1
1.21E+14,Rahul Singh Rajput,These ads ran without a disclaimer,?100,1
1.21E+14,geetabhawannirmansamiti_ynr,These ads ran without a disclaimer,?100,1
2.73E+14,theyou.know,These ads ran without a disclaimer,?100,2
1.16E+14,Neelambari Adivasi Herbal Hair Oil,These ads ran without a disclaimer,?100,2
1.06E+14,go_kul7312,These ads ran without a disclaimer,?100,2
2.95E+14,T N vamsha tilak for Cantonment,These ads ran without a disclaimer,?100,2
1.00E+14,Q-Skills,These ads ran without a disclaimer,?100,2
1.04E+14,saif_bhai_143,These ads ran without a disclaimer,?100,1
2.37E+14,old coin company sahi process contact buyer call me.9352099694,These ads ran without a disclaimer,?100,1
5.69E+14,City Headlines,These ads ran without a disclaimer,?100,1
1.11E+14,Pagadala Nagaraju Yadav,These ads ran without a disclaimer,?100,1
1.24E+14,Rakesh kalia Fans,These ads ran without a disclaimer,?100,1
1.63E+14,semayildirimozkaya,These ads ran without a disclaimer,?100,1
2.69E+14,Toyota Tigress,These ads ran without a disclaimer,?100,1
2.55E+14,Juliana Nascimento,These ads ran without a disclaimer,?100,1
1.07E+14,kirankshinde,These ads ran without a disclaimer,?100,1
2.54E+14,Ajay Nishad,These ads ran without a disclaimer,?100,2
1.08E+14,Ranjot Singh,These ads ran without a disclaimer,?100,1
1.08E+14,hum_tv_bharuch_news,These ads ran without a disclaimer,?100,1
1.02E+14,RBH Jaipur,These ads ran without a disclaimer,?100,3
1.10E+14,"SRS Global School , Meerut",These ads ran without a disclaimer,?100,1
1.01E+14,Prashant Suthar,These ads ran without a disclaimer,?100,1
1.13E+14,Poonam Vishal Vidhate / ???? ????? ??????,These ads ran without a disclaimer,?100,2
3.57E+14,Vinod Kumar,These ads ran without a disclaimer,?100,1
3.28E+14,Quality life,These ads ran without a disclaimer,?100,1
3.16E+14,Khalsa Bhai Amritpal Singh,These ads ran without a disclaimer,?100,1
2.56E+14,Sushil Path. Lab & Aarti Diagnostic Center,These ads ran without a disclaimer,?100,1
1.23E+14,I Support PM Modi,These ads ran without a disclaimer,?100,1
3.21E+14,sundars_affections,These ads ran without a disclaimer,?100,2
3.34E+14,Himanshu Yadav,These ads ran without a disclaimer,?100,1
1.00E+14,BAJAJ furniture ind.,These ads ran without a disclaimer,?100,1
1.64E+14,Maloo Fashion Mall,These ads ran without a disclaimer,?100,1
1.74E+15,Bhuleshwar Steel & Alloys Private Limited,These ads ran without a disclaimer,?100,1
1.03E+14,chandrashekhar_chincholkar_inc,These ads ran without a disclaimer,?100,1
2.99E+14,realeditor24,These ads ran without a disclaimer,?100,1
1.28E+14,natraj pencil company,These ads ran without a disclaimer,?100,3
1.51E+14,Naresh Dhingaan,These ads ran without a disclaimer,?100,1
2.75E+14,Amit Pradhan,These ads ran without a disclaimer,?100,1
1.08E+14,Dr Piyali Ghosh - Consultant Neuropsychiatrist,These ads ran without a disclaimer,?100,1
1.08E+14,vinod.janardhan,These ads ran without a disclaimer,?100,1
1.01E+14,Taufiq Pradhan,These ads ran without a disclaimer,?100,1
1.99E+15,?????????? ?????,?????????? ?????,?100,1
1.08E+14,The mom?s prep,These ads ran without a disclaimer,?100,1
2.14E+14,pauranik.kathayein,These ads ran without a disclaimer,?100,1
2.92E+14,Fast Loan Online,These ads ran without a disclaimer,?100,1
1.79E+14,Gyan Kendra,These ads ran without a disclaimer,?100,2
1.20E+14,???????? ????,These ads ran without a disclaimer,?100,1
2.80E+14,Kolhapur Breaking,These ads ran without a disclaimer,?100,1
2.06E+14,Skyland Green Energy,These ads ran without a disclaimer,?100,2
2.47E+14,Ujjivan Finance Bank,These ads ran without a disclaimer,?100,2
2.97E+14,mp.ramsatpute.solapur,These ads ran without a disclaimer,?100,3
1.12E+14,"????? ?????,???? ?????? ????????????, ????????????",These ads ran without a disclaimer,?100,1
3.10E+14,Sukhveer Brar ?????? ????,These ads ran without a disclaimer,?100,2
1.21E+14,Old Champaran Meat House,These ads ran without a disclaimer,?100,1
2.78E+14,Kotak Education Foundation,These ads ran without a disclaimer,?100,1
1.18E+14,Santosh Goud,These ads ran without a disclaimer,?100,1
1.56E+14,happybellykurla,These ads ran without a disclaimer,?100,1
1.69E+14,Anurag Singh,These ads ran without a disclaimer,?100,3
1.95E+15,Legend bhagat singh community,These ads ran without a disclaimer,?100,2
2.42E+14,Syed Mohamed Fayazdeen,These ads ran without a disclaimer,?100,2
1.18E+15,Jagrut Maharashtra News,These ads ran without a disclaimer,?100,1
1.07E+14,APPI Advertising Agency,These ads ran without a disclaimer,?100,1
1.45E+14,Lakshmi Refreshment,These ads ran without a disclaimer,?100,1
1.02E+14,Shree Vinayaga Tex,These ads ran without a disclaimer,?100,1
1.02E+14,hotelvdrooms,These ads ran without a disclaimer,?100,1
1.03E+14,shailendra_yadav_8001,These ads ran without a disclaimer,?100,1
1.12E+14,Street 1522,These ads ran without a disclaimer,?100,1
2.63E+14,Shera Kashmiri,These ads ran without a disclaimer,?100,1
1.03E+14,Raghuraj Singh Yadav,These ads ran without a disclaimer,?100,3
2.72E+14,Md Akash Sk,These ads ran without a disclaimer,?100,1
2.28E+14,???????????? ?????????? ??????????? ??????? ???????,These ads ran without a disclaimer,?100,1
3.06E+14,Sirsa ki ?????,These ads ran without a disclaimer,?100,1
2.36E+14,??????? ??? ???,These ads ran without a disclaimer,?100,1
1.09E+14,ivedvratyadav,These ads ran without a disclaimer,?100,1
3.25E+14,gokusstartuphub,These ads ran without a disclaimer,?100,1
1.09E+14,Rajendra Kedia,These ads ran without a disclaimer,?100,1
1.12E+14,rajendrasinh_zala_b.j.p,These ads ran without a disclaimer,?100,1
2.83E+14,I Am Mr N.P Singh Coins Buyer,These ads ran without a disclaimer,?100,1
1.05E+14,Manish Raj,These ads ran without a disclaimer,?100,1
5.62E+14,Burhan shamshi,These ads ran without a disclaimer,?100,2
1.17E+14,Hasan Imam,These ads ran without a disclaimer,?100,3
1.04E+14,MP MANDI BHAV,These ads ran without a disclaimer,?100,1
3.05E+14,important job,These ads ran without a disclaimer,?100,1
1.06E+14,Ghayas Uddin,Ghayas Uddin,?100,1
2.84E+14,JBsrinivas Tirupati,These ads ran without a disclaimer,?100,1
1.03E+14,mshivam250,These ads ran without a disclaimer,?100,1
1.85E+14,vijay_dange_1111,These ads ran without a disclaimer,?100,1
1.67E+15,Himalaya vidya mandir sen sec school haldwani,These ads ran without a disclaimer,?100,1
1.22E+14,Amit Chaube Official,These ads ran without a disclaimer,?100,1
1.03E+14,Sun Yug Solar,These ads ran without a disclaimer,?100,2
1.15E+14,reapwellinvest,These ads ran without a disclaimer,?100,1
2.41E+14,The Vibes Academy,These ads ran without a disclaimer,?100,1
1.61E+14,Sunil Gope official,These ads ran without a disclaimer,?100,1
1.60E+14,Dr.vinod swami,These ads ran without a disclaimer,?100,1
2.94E+14,S P Trivedi,These ads ran without a disclaimer,?100,1
4.22E+14,Shymas Honda Alleppey,These ads ran without a disclaimer,?100,2
